candidate_id,name,current_title,experience_years,skills,projects,technical_domains,current_company,company_type,location,github_url,portfolio_url,last_login,profile_updated_at,recruiter_response_rate,notice_period,relocation_preference,open_to_work,_profile_type
C1131,Candidate C1131,AI Engineer,8,embeddings|Kubernetes|BM25|Pinecone|ChatGPT|OpenAI API|GCP|MongoDB|matplotlib|REST APIs|Linux,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Built document QA system with Pinecone vector store|Deployed LangChain pipeline for PDF summarisation,generative AI|LLMs,Yellow.ai,product,Delhi,,,2026-03-30,2026-06-08,0.47,30,no,True,medium
C1132,Candidate C1132,ML Engineer,7,hybrid retrieval|embeddings|dense retrieval|Docker|MRR|sparse retrieval|OpenAI API|Azure|MongoDB|Jupyter|Redis,Re-ranked search results using cross-encoder model; improved MRR by 22%|Fine-tuned LLM using LoRA for customer support chatbot|Created AI assistant using OpenAI function calling,NLP|text classification,Observe.AI,product,Hyderabad,https://github.com/candidate_c1132,,2026-06-02,2026-05-31,0.52,15,no,True,medium
C1133,Candidate C1133,Generative AI Specialist,3,LLM chains|Weaviate|LangGraph|LlamaIndex|AutoGPT|prompt engineering|GPT-4|SQL|REST APIs|Kafka,Created AI assistant using OpenAI function calling|Fine-tuned LLM using LoRA for customer support chatbot,retrieval|ranking|recommendation|NLP,Mphasis,service,Pune,,,2026-06-03,2026-06-11,0.79,60,yes,True,trap
C1134,Candidate C1134,Generative AI Specialist,8,hybrid retrieval|dense retrieval|Docker|OpenAI API|Pinecone|LangChain|Redis|NumPy|TensorFlow|Kafka|Jupyter,Built recommendation engine for e-commerce using collaborative + content-based filtering|Created AI assistant using OpenAI function calling|Built LangGraph agent for automated research,NLP|text classification,Capgemini,service,Delhi,https://github.com/candidate_c1134,,2026-03-27,2026-05-05,0.25,15,yes,False,weak
C1135,Candidate C1135,Research Scientist,5,Python|sentence-transformers|Keras|Kafka|Jupyter|matplotlib,Text summarisation with BART|Sentiment analysis classifier for product reviews,computer vision|NLP,Adobe Research,research,Noida,,https://portfolio.dev/c1135,2026-01-06,2026-05-09,0.31,90,yes,False,research
C1136,Candidate C1136,Applied AI Engineer,8,sparse retrieval|embeddings|hybrid retrieval|Docker|LLM chains|AutoGPT|OpenAI API|Linux|Jupyter|AWS|REST APIs|Keras|pandas,Re-ranked search results using cross-encoder model; improved MRR by 22%|Built document QA system with Pinecone vector store|Time series forecasting with LSTM,search|information retrieval,HCL,service,Bangalore,,https://portfolio.dev/c1136,2026-04-16,2026-05-09,0.26,15,no,False,weak
C1137,Candidate C1137,Research Scientist,4,Python|embeddings|sentence-transformers|LLM chains|AWS|Git|Keras|Kafka|REST APIs|TensorFlow,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Deployed LangChain pipeline for PDF summarisation|Image classification with ResNet,search|information retrieval,Observe.AI,product,Chennai,,,2026-02-26,2026-06-13,0.47,0,yes,True,medium
C1138,Candidate C1138,AI Engineer,8,search relevance|FAISS|OpenAI API|MongoDB|TensorFlow|NumPy|Spark,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Deployed LangChain pipeline for PDF summarisation|Created GPT-4 powered Q&A system using LlamaIndex,LLM applications|RAG,CleverTap,product,Pune,,,2026-03-27,2026-06-20,0.37,45,no,True,medium
C1139,Candidate C1139,Staff ML Engineer,6,production ML|A/B testing|FAISS|Pinecone|Weaviate|NumPy|GCP|Redis|Azure|Keras|matplotlib,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Built RAG chatbot using LangChain and OpenAI|Image classification with ResNet,NLP|text classification,Dunzo,product,Pune,https://github.com/candidate_c1139,,2026-02-19,2026-05-04,0.62,45,no,True,medium
C1140,Candidate C1140,Backend + ML Engineer,10,PostgreSQL|ranking evaluation|embeddings|MAP|Docker|A/B testing|PyTorch|hybrid retrieval|sparse retrieval|search relevance|FastAPI|BM25|production ML|AWS|REST APIs|SQL|MongoDB|Git|Kafka,Re-ranked search results using cross-encoder model; improved MRR by 22%|Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10,ranking|search|NLP,Exotel,product,Kolkata,https://github.com/candidate_c1140,https://portfolio.dev/c1140,2026-06-21,2026-06-16,0.52,30,yes,True,strong
C1141,Candidate C1141,AI Developer,2,ChatGPT|AutoGPT|ChromaDB|Pinecone|LlamaIndex|LangChain|prompt engineering|GPT-4|LangGraph|Weaviate|OpenAI API|RAG|Redis|Azure,Created AI assistant using OpenAI function calling|Built document QA system with Pinecone vector store|Fine-tuned LLM using LoRA for customer support chatbot|Deployed LangChain pipeline for PDF summarisation,retrieval|ranking|recommendation|NLP,Mphasis,service,Pune,,,2026-06-05,2026-06-17,0.85,30,maybe,False,trap
C1142,Candidate C1142,ML Researcher,3,semantic search|scikit-learn|re-ranking|MRR|LlamaIndex|Pinecone|LangChain|matplotlib|AWS|pandas|TensorFlow,Owned A/B testing infrastructure for ranking experiments at scale|Created GPT-4 powered Q&A system using LlamaIndex|Deployed LangChain pipeline for PDF summarisation,CV|robotics,PhonePe,product,Bangalore,,,2026-05-03,2026-06-19,0.38,45,yes,False,medium
C1143,Candidate C1143,Search Engineer,9,search relevance|learning-to-rank|LangGraph|LLM chains|prompt engineering|OpenAI API|SQL|REST APIs|Kafka|Azure|Redis|Spark,Built recommendation engine for e-commerce using collaborative + content-based filtering|Fine-tuned LLM using LoRA for customer support chatbot|Time series forecasting with LSTM,NLP|text classification,Infosys,service,Kolkata,,,2026-05-21,2026-06-25,0.22,60,maybe,True,weak
C1144,Candidate C1144,Research Scientist,9,sentence-transformers|hybrid retrieval|FAISS|pandas|Redis|Jupyter|TensorFlow|Kafka,Text summarisation with BART|Named entity recognition model using spaCy|Sentiment analysis classifier for product reviews,search|information retrieval,Microsoft Research India,research,Remote,,,2026-01-14,2026-05-17,0.49,30,maybe,True,research
C1145,Candidate C1145,ML Researcher,8,hybrid retrieval|vector search|BM25|sentence-transformers|pandas|SQL|Kafka|REST APIs|matplotlib|Azure,Sentiment analysis classifier for product reviews|Text summarisation with BART,search|information retrieval,IIT Research Lab,research,Chennai,https://github.com/candidate_c1145,https://portfolio.dev/c1145,2026-04-15,2026-05-14,0.81,30,maybe,True,research
C1146,Candidate C1146,LLM Engineer,3,ChatGPT|Pinecone|LLM chains|prompt engineering|GPT-4|Weaviate|LlamaIndex|RAG|OpenAI API|LangChain|AutoGPT|ChromaDB|MongoDB|REST APIs|SQL,Fine-tuned LLM using LoRA for customer support chatbot|Created GPT-4 powered Q&A system using LlamaIndex|Deployed LangChain pipeline for PDF summarisation|Built document QA system with Pinecone vector store,search|information retrieval,Infosys,service,Chennai,,,2026-06-02,2026-05-22,0.76,90,no,True,trap
C1147,Candidate C1147,Staff ML Engineer,4,A/B testing|Docker|hybrid retrieval|LangChain|Weaviate|RAG|prompt engineering|AWS|GCP|Redis|pandas|Jupyter,Built semantic search system for product discovery using FAISS and sentence-transformers|Created AI assistant using OpenAI function calling|Sentiment analysis classifier for product reviews,NLP|text classification,TCS,service,Mumbai,,,2026-06-12,2026-06-22,0.38,60,yes,True,weak
C1148,Candidate C1148,Research Scientist,9,BM25|Docker|sentence-transformers|Weaviate|prompt engineering|Git|TensorFlow|Linux|NumPy|MongoDB|GCP,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Created AI assistant using OpenAI function calling|Deployed LangChain pipeline for PDF summarisation,search|information retrieval,Capgemini,service,Noida,https://github.com/candidate_c1148,,2026-01-15,2026-05-29,0.61,60,maybe,True,medium
C1149,Candidate C1149,Principal Engineer,8,dense retrieval|re-ranking|hybrid retrieval|NDCG|LangChain|prompt engineering|ChromaDB|matplotlib|REST APIs|AWS|MongoDB|Linux|GCP,Built recommendation engine for e-commerce using collaborative + content-based filtering|Created GPT-4 powered Q&A system using LlamaIndex|Text summarisation with BART,NLP|text classification,HCL,service,Bangalore,,,2026-02-05,2026-05-28,0.1,0,yes,True,weak
C1150,Candidate C1150,AI Developer,9,sentence-transformers|A/B testing|embeddings|vector search|Python|learning-to-rank|MAP|FAISS|re-ranking|Kubernetes|PostgreSQL|Docker|dense retrieval|Git|Spark|NumPy|AWS|Azure,Re-ranked search results using cross-encoder model; improved MRR by 22%|Owned A/B testing infrastructure for ranking experiments at scale|Built recommendation engine for e-commerce using collaborative + content-based filtering,LLM applications|RAG,Sprinklr,product,Remote,,,2026-07-01,2026-06-07,0.74,60,yes,True,strong
C1151,Candidate C1151,LLM Engineer,2,LangGraph|RAG|LLM chains|Pinecone|LlamaIndex|ChatGPT|GPT-4|Weaviate|LangChain|ChromaDB|prompt engineering|OpenAI API|Keras|Redis,Created GPT-4 powered Q&A system using LlamaIndex|Fine-tuned LLM using LoRA for customer support chatbot|Created AI assistant using OpenAI function calling|Built RAG chatbot using LangChain and OpenAI,speech|audio,TCS,service,Delhi,,,2026-06-04,2026-05-27,0.39,0,yes,False,trap
C1152,Candidate C1152,Research Scientist,8,scikit-learn|Docker|vector search|BM25|ranking evaluation|GPT-4|Pinecone|OpenAI API|NumPy|Git|AWS,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Deployed LangChain pipeline for PDF summarisation|Created GPT-4 powered Q&A system using LlamaIndex,search|information retrieval,Capgemini,service,Hyderabad,https://github.com/candidate_c1152,,2026-01-25,2026-05-31,0.39,30,yes,True,weak
C1153,Candidate C1153,ML Researcher,6,sentence-transformers|vector search|FAISS|BM25|MongoDB|pandas|Git|SQL|GCP|Linux,Image classification with ResNet|Time series forecasting with LSTM,LLM applications|RAG,Microsoft Research India,research,Kolkata,,,2026-05-19,2026-05-19,0.78,45,no,False,research
C1154,Candidate C1154,Staff ML Engineer,4,Kubernetes|Elasticsearch|NDCG|LlamaIndex|SQL|Jupyter|pandas,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Time series forecasting with LSTM|Built LangGraph agent for automated research,CV|robotics,CRED,product,Delhi,,https://portfolio.dev/c1154,2026-04-29,2026-05-04,0.32,30,maybe,False,medium
C1155,Candidate C1155,Principal Engineer,9,Docker|sentence-transformers|dense retrieval|semantic search|Python|AutoGPT|LLM chains|Jupyter|AWS|Spark|Git,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Time series forecasting with LSTM|Text summarisation with BART,NLP|text classification,HCL,service,Mumbai,,,2026-02-19,2026-06-09,0.33,45,yes,True,medium
C1156,Candidate C1156,AI Developer,4,LangGraph|ChromaDB|Pinecone|prompt engineering|RAG|LLM chains|GCP|Keras|MongoDB|Azure,Deployed LangChain pipeline for PDF summarisation|Created AI assistant using OpenAI function calling|Built RAG chatbot using LangChain and OpenAI,speech|audio,Mphasis,service,Bangalore,,,2026-06-23,2026-06-07,0.93,15,maybe,False,trap
C1157,Candidate C1157,Generative AI Specialist,6,learning-to-rank|BM25|ranking evaluation|prompt engineering|Azure|AWS|Git|NumPy|GCP,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Text summarisation with BART|Created GPT-4 powered Q&A system using LlamaIndex,search|information retrieval,Flipkart,product,Noida,,,2026-03-08,2026-05-11,0.51,0,no,False,medium
C1158,Candidate C1158,Senior ML Engineer,6,PostgreSQL|BM25|vector search|LLM chains|REST APIs|GCP|AWS|Git,Built recommendation engine for e-commerce using collaborative + content-based filtering|Built LangGraph agent for automated research|Time series forecasting with LSTM,CV|robotics,Infosys,service,Bangalore,,,2026-01-10,2026-06-30,0.87,90,maybe,True,medium
C1159,Candidate C1159,AI Developer,6,sparse retrieval|PyTorch|vector search|LLM chains|LangGraph|GCP|MongoDB|NumPy|Spark|Redis,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Created GPT-4 powered Q&A system using LlamaIndex|Built document QA system with Pinecone vector store,generative AI|LLMs,Observe.AI,product,Mumbai,,,2026-03-16,2026-06-23,0.37,15,maybe,False,medium
C1160,Candidate C1160,Principal Engineer,7,search relevance|hybrid retrieval|sentence-transformers|FastAPI|embeddings|vector search|AutoGPT|Jupyter|pandas|GCP|matplotlib|SQL|TensorFlow,Built recommendation engine for e-commerce using collaborative + content-based filtering|Built LangGraph agent for automated research|Built document QA system with Pinecone vector store,ranking|search|NLP,Infosys,service,Noida,,,2026-03-17,2026-06-09,0.28,90,maybe,True,weak
C1161,Candidate C1161,LLM Engineer,2,GPT-4|LangChain|LlamaIndex|LLM chains|prompt engineering|Pinecone|RAG|LangGraph|Azure|MongoDB|Jupyter,Built RAG chatbot using LangChain and OpenAI|Created GPT-4 powered Q&A system using LlamaIndex|Built document QA system with Pinecone vector store,CV|robotics,LTIMindtree,service,Remote,,,2026-06-23,2026-06-15,0.86,45,maybe,True,trap
C1162,Candidate C1162,Search Engineer,4,Kubernetes|FastAPI|NDCG|MRR|AutoGPT|LlamaIndex|Weaviate|Linux|Spark|matplotlib|Keras,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Created GPT-4 powered Q&A system using LlamaIndex|Built document QA system with Pinecone vector store,speech|audio,Observe.AI,product,Mumbai,https://github.com/candidate_c1162,,2026-03-12,2026-05-12,0.52,60,maybe,True,medium
C1163,Candidate C1163,AI Developer,5,sparse retrieval|sentence-transformers|search relevance|NDCG|ranking evaluation|semantic search|A/B testing|FAISS|dense retrieval|Kubernetes|MRR|scikit-learn|GCP|matplotlib|Spark,Built and productionised candidate ranking API using FastAPI and vector search|Built recommendation engine for e-commerce using collaborative + content-based filtering,recommendation systems,Razorpay,product,Gurgaon,https://github.com/candidate_c1163,,2026-06-25,2026-06-29,0.81,60,maybe,True,strong
C1164,Candidate C1164,Senior ML Engineer,8,search relevance|dense retrieval|semantic search|embeddings|Weaviate|LLM chains|GPT-4|prompt engineering|Git|Jupyter|Kafka,"Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP|Text summarisation with BART|Named entity recognition model using spaCy",CV|robotics,Dunzo,product,Pune,,,2026-03-25,2026-06-09,0.93,30,yes,True,medium
C1165,Candidate C1165,Search Engineer,6,sentence-transformers|Docker|MRR|MAP|hybrid retrieval|search relevance|NDCG|Kubernetes|PyTorch|learning-to-rank|dense retrieval|A/B testing|Spark|MongoDB|Keras|Jupyter|matplotlib|pandas,Built semantic search system for product discovery using FAISS and sentence-transformers|Re-ranked search results using cross-encoder model; improved MRR by 22%|Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Deployed learning-to-rank model for marketplace search; 18% lift in CTR,computer vision|NLP,Turing,product,Pune,,https://portfolio.dev/c1165,2026-06-19,2026-05-22,0.81,15,maybe,True,strong
C1166,Candidate C1166,Senior ML Engineer,7,sentence-transformers|dense retrieval|embeddings|A/B testing|Pinecone|prompt engineering|OpenAI API|MongoDB|TensorFlow|Linux|Redis|AWS|Git,Built and productionised candidate ranking API using FastAPI and vector search|Sentiment analysis classifier for product reviews|Built document QA system with Pinecone vector store,search|information retrieval,TCS,service,Hyderabad,,,2026-04-22,2026-05-07,0.47,15,yes,True,medium
C1167,Candidate C1167,Generative AI Specialist,2,AutoGPT|prompt engineering|LangChain|ChatGPT|ChromaDB|LlamaIndex|Kafka|matplotlib|Git,Fine-tuned LLM using LoRA for customer support chatbot|Built document QA system with Pinecone vector store|Created GPT-4 powered Q&A system using LlamaIndex|Deployed LangChain pipeline for PDF summarisation,retrieval|ranking|recommendation|NLP,Mphasis,service,Kolkata,,,2026-06-15,2026-05-11,0.58,60,yes,True,trap
C1168,Candidate C1168,Research Scientist,3,production ML|Python|embeddings|Elasticsearch|LLM chains|Pinecone|ChromaDB|LangGraph|GCP|Kafka|Linux|AWS|Spark,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Created AI assistant using OpenAI function calling|Text summarisation with BART,NLP|text classification,LTIMindtree,service,Gurgaon,,,2026-02-15,2026-06-04,0.16,90,no,True,weak
C1169,Candidate C1169,Principal Engineer,4,re-ranking|ranking evaluation|Kubernetes|sparse retrieval|GPT-4|OpenAI API|LlamaIndex|ChatGPT|GCP|pandas|Spark,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Image classification with ResNet|Named entity recognition model using spaCy,speech|audio,HCL,service,Pune,,,2026-04-03,2026-05-12,0.25,30,maybe,True,weak
C1170,Candidate C1170,NLP Engineer,7,A/B testing|MAP|NDCG|semantic search|production ML|Kubernetes|scikit-learn|re-ranking|embeddings|Python|sparse retrieval|TensorFlow|Azure|Redis,"Built recommendation engine for e-commerce using collaborative + content-based filtering|Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP|Migrated BM25 search to dense retrieval; 35% improvement in recall@10",LLM applications|RAG,Haptik,product,Pune,https://github.com/candidate_c1170,https://portfolio.dev/c1170,2026-06-10,2026-05-30,0.62,90,no,True,strong
C1171,Candidate C1171,AI Developer,4,scikit-learn|PyTorch|PostgreSQL|dense retrieval|sentence-transformers|OpenAI API|Spark|MongoDB|GCP|matplotlib|AWS,"Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP|Time series forecasting with LSTM|Image classification with ResNet",generative AI|LLMs,Dunzo,product,Chennai,,,2026-04-14,2026-05-06,0.59,30,maybe,False,medium
C1172,Candidate C1172,Senior Data Scientist,10,production ML|A/B testing|sentence-transformers|Elasticsearch|BM25|dense retrieval|hybrid retrieval|PyTorch|search relevance|FastAPI|FAISS|Python|scikit-learn|Jupyter|Git|REST APIs|AWS|Redis|matplotlib,"Owned A/B testing infrastructure for ranking experiments at scale|Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP",search|information retrieval,Observe.AI,product,Delhi,https://github.com/candidate_c1172,https://portfolio.dev/c1172,2026-06-24,2026-05-15,0.48,90,yes,True,strong
C1173,Candidate C1173,AI Developer,7,Kubernetes|NDCG|re-ranking|learning-to-rank|vector search|A/B testing|BM25|PostgreSQL|production ML|sparse retrieval|MRR|matplotlib|Spark|Keras|REST APIs|Jupyter,"Designed hybrid retrieval pipeline combining sparse and dense embeddings|Owned A/B testing infrastructure for ranking experiments at scale|Implemented offline evaluation benchmark for ranking: NDCG, MRR, MAP",NLP|text classification,Dunzo,product,Gurgaon,https://github.com/candidate_c1173,https://portfolio.dev/c1173,2026-06-22,2026-07-01,0.3,15,no,True,strong
C1174,Candidate C1174,Research Scientist,7,FAISS|Python|sentence-transformers|vector search|pandas|Keras|Linux|Git|TensorFlow|matplotlib|MongoDB,Image classification with ResNet|Named entity recognition model using spaCy|Text summarisation with BART,computer vision|NLP,IBM Research,research,Delhi,,,2026-03-06,2026-05-22,0.46,60,maybe,True,research
C1175,Candidate C1175,Generative AI Specialist,5,Pinecone|LangGraph|ChatGPT|LLM chains|LlamaIndex|RAG|ChromaDB|prompt engineering|Azure|MongoDB|SQL,Built RAG chatbot using LangChain and OpenAI|Deployed LangChain pipeline for PDF summarisation,retrieval|ranking|recommendation|NLP,Wipro,service,Mumbai,,,2026-06-26,2026-06-25,0.48,15,maybe,False,trap
C1176,Candidate C1176,Senior Data Scientist,6,re-ranking|FastAPI|semantic search|learning-to-rank|ChromaDB|AWS|REST APIs|Jupyter,Owned A/B testing infrastructure for ranking experiments at scale|Created GPT-4 powered Q&A system using LlamaIndex|Named entity recognition model using spaCy,ranking|search|NLP,Capgemini,service,Remote,https://github.com/candidate_c1176,,2026-05-07,2026-06-19,0.37,30,no,True,weak
C1177,Candidate C1177,NLP Engineer,9,learning-to-rank|A/B testing|search relevance|prompt engineering|matplotlib|Keras|MongoDB|AWS,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Fine-tuned LLM using LoRA for customer support chatbot|Image classification with ResNet,retrieval|ranking|recommendation|NLP,HCL,service,Bangalore,https://github.com/candidate_c1177,,2026-02-02,2026-05-29,0.14,45,maybe,True,weak
C1178,Candidate C1178,Research Scientist,5,FAISS|sentence-transformers|Keras|Spark|SQL|NumPy,Text summarisation with BART|Named entity recognition model using spaCy|Image classification with ResNet,computer vision|NLP,IBM Research,research,Chennai,,,2026-04-20,2026-06-21,0.62,90,maybe,True,research
C1179,Candidate C1179,AI Engineer,3,vector search|FastAPI|ChromaDB|prompt engineering|NumPy|Azure|SQL|TensorFlow|matplotlib,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Text summarisation with BART|Fine-tuned LLM using LoRA for customer support chatbot,recommendation systems,Nykaa,product,Noida,https://github.com/candidate_c1179,,2026-06-12,2026-05-31,0.76,60,no,False,medium
C1180,Candidate C1180,NLP Engineer,8,BM25|sentence-transformers|Docker|vector search|learning-to-rank|MRR|prompt engineering|ChromaDB|ChatGPT|Jupyter|Keras|TensorFlow,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Built RAG chatbot using LangChain and OpenAI|Time series forecasting with LSTM,LLM applications|RAG,Cognizant,service,Kolkata,https://github.com/candidate_c1180,,2026-01-15,2026-06-16,0.2,0,maybe,False,weak
C1181,Candidate C1181,AI Developer,3,ChromaDB|Pinecone|LlamaIndex|prompt engineering|LangGraph|LangChain|Weaviate|LLM chains|AutoGPT|ChatGPT|GPT-4|matplotlib|Azure,Built RAG chatbot using LangChain and OpenAI|Deployed LangChain pipeline for PDF summarisation,generative AI|LLMs,Capgemini,service,Remote,https://github.com/candidate_c1181,,2026-06-10,2026-05-31,0.64,90,maybe,True,trap
C1182,Candidate C1182,Generative AI Specialist,2,AutoGPT|LangGraph|LangChain|ChromaDB|prompt engineering|Weaviate|ChatGPT|OpenAI API|LlamaIndex|Kafka|REST APIs|TensorFlow|matplotlib,Built RAG chatbot using LangChain and OpenAI|Created GPT-4 powered Q&A system using LlamaIndex|Deployed LangChain pipeline for PDF summarisation,computer vision|NLP,Mphasis,service,Pune,,,2026-06-28,2026-05-16,0.45,45,yes,True,trap
C1183,Candidate C1183,Backend + ML Engineer,4,semantic search|embeddings|learning-to-rank|production ML|search relevance|sparse retrieval|OpenAI API|Keras|MongoDB|matplotlib|Git,Built recommendation engine for e-commerce using collaborative + content-based filtering|Time series forecasting with LSTM|Sentiment analysis classifier for product reviews,LLM applications|RAG,Moengage,product,Pune,,,2026-04-03,2026-05-27,0.94,30,no,False,medium
C1184,Candidate C1184,LLM Engineer,3,prompt engineering|LlamaIndex|RAG|ChromaDB|ChatGPT|AutoGPT|GPT-4|LangChain|LLM chains|OpenAI API|Weaviate|LangGraph|AWS|Redis|SQL|Jupyter,Created GPT-4 powered Q&A system using LlamaIndex|Fine-tuned LLM using LoRA for customer support chatbot,retrieval|ranking|recommendation|NLP,HCL,service,Remote,https://github.com/candidate_c1184,,2026-06-07,2026-05-10,0.91,30,maybe,True,trap
C1185,Candidate C1185,AI Engineer,5,re-ranking|MRR|sentence-transformers|PostgreSQL|LLM chains|GPT-4|Pinecone|ChromaDB|GCP|matplotlib|pandas|TensorFlow|NumPy|Redis,Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Time series forecasting with LSTM|Image classification with ResNet,recommendation systems,HCL,service,Hyderabad,,,2026-06-13,2026-05-16,0.34,45,yes,True,weak
C1186,Candidate C1186,Research Scientist,7,BM25|hybrid retrieval|Redis|REST APIs|GCP|Kafka,Time series forecasting with LSTM|Named entity recognition model using spaCy,NLP|text classification,IISc,research,Kolkata,https://github.com/candidate_c1186,,2026-06-10,2026-05-19,0.78,45,no,True,research
C1187,Candidate C1187,AI Engineer,4,A/B testing|FAISS|Kubernetes|dense retrieval|NDCG|sentence-transformers|prompt engineering|Weaviate|OpenAI API|LangGraph|Azure|matplotlib|Jupyter|MongoDB|Redis|Linux,Built recommendation engine for e-commerce using collaborative + content-based filtering|Time series forecasting with LSTM|Named entity recognition model using spaCy,search|information retrieval,CRED,product,Gurgaon,https://github.com/candidate_c1187,,2026-04-21,2026-06-27,0.47,45,no,True,medium
C1188,Candidate C1188,AI Engineer,4,search relevance|MRR|ChromaDB|LLM chains|AWS|NumPy|SQL|pandas|Linux|Keras,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Fine-tuned LLM using LoRA for customer support chatbot|Created GPT-4 powered Q&A system using LlamaIndex,computer vision|NLP,Mphasis,service,Kolkata,,,2026-06-09,2026-06-16,0.92,15,no,True,medium
C1189,Candidate C1189,Senior ML Engineer,6,Elasticsearch|re-ranking|Kubernetes|Docker|NDCG|A/B testing|LLM chains|LlamaIndex|OpenAI API|LangChain|Jupyter|REST APIs|AWS|Git|SQL|NumPy,Built and productionised candidate ranking API using FastAPI and vector search|Text summarisation with BART|Time series forecasting with LSTM,recommendation systems,Capgemini,service,Hyderabad,,,2026-06-09,2026-06-02,0.3,0,yes,False,weak
C1190,Candidate C1190,Research Scientist,6,hybrid retrieval|FAISS|BM25|sentence-transformers|MongoDB|matplotlib|pandas|Redis,Named entity recognition model using spaCy|Text summarisation with BART,speech|audio,IIT Research Lab,research,Delhi,,,2026-02-25,2026-05-27,0.9,0,yes,True,research
C1191,Candidate C1191,Applied AI Engineer,8,semantic search|scikit-learn|MRR|ranking evaluation|AutoGPT|LangChain|LangGraph|Keras|SQL|Kafka|AWS|Linux,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Created AI assistant using OpenAI function calling|Built LangGraph agent for automated research,NLP|text classification,Meesho,product,Chennai,,,2026-05-31,2026-05-16,0.55,90,maybe,True,medium
C1192,Candidate C1192,Generative AI Specialist,5,vector search|Elasticsearch|scikit-learn|re-ranking|PostgreSQL|Kubernetes|OpenAI API|RAG|pandas|AWS|MongoDB|Redis,Deployed learning-to-rank model for marketplace search; 18% lift in CTR|Created AI assistant using OpenAI function calling|Created GPT-4 powered Q&A system using LlamaIndex,speech|audio,Accenture,service,Gurgaon,,,2026-02-06,2026-05-16,0.38,30,yes,True,medium
C1193,Candidate C1193,Data Scientist,6,search relevance|Elasticsearch|hybrid retrieval|OpenAI API|LangChain|Spark|Jupyter|Linux|MongoDB|SQL,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Created GPT-4 powered Q&A system using LlamaIndex|Sentiment analysis classifier for product reviews,NLP|text classification,Slintel,product,Delhi,https://github.com/candidate_c1193,,2026-02-14,2026-05-08,0.69,90,maybe,True,medium
C1194,Candidate C1194,Senior Data Scientist,4,search relevance|Python|NDCG|sparse retrieval|ranking evaluation|AutoGPT|GPT-4|GCP|NumPy|pandas,Migrated BM25 search to dense retrieval; 35% improvement in recall@10|Sentiment analysis classifier for product reviews|Created AI assistant using OpenAI function calling,ranking|search|NLP,PhonePe,product,Bangalore,,,2026-04-20,2026-06-04,0.56,0,maybe,False,medium
C1195,Candidate C1195,Research Scientist,8,hybrid retrieval|Python|FAISS|REST APIs|Keras|Kafka|matplotlib|MongoDB|SQL|Linux,Image classification with ResNet|Text summarisation with BART|Named entity recognition model using spaCy,recommendation systems,Adobe Research,research,Pune,,,2026-02-24,2026-06-21,0.57,60,yes,True,research
C1196,Candidate C1196,ML Engineer,9,Kubernetes|vector search|dense retrieval|sparse retrieval|MAP|learning-to-rank|Python|BM25|scikit-learn|Elasticsearch|re-ranking|FAISS|search relevance|GCP|Linux|REST APIs|NumPy|TensorFlow,Designed hybrid retrieval pipeline combining sparse and dense embeddings|Improved search relevance using hybrid BM25 + dense retrieval; evaluated with NDCG@10|Owned A/B testing infrastructure for ranking experiments at scale,speech|audio,CRED,product,Kolkata,,,2026-06-12,2026-06-21,0.55,45,yes,True,strong
C1197,Candidate C1197,Generative AI Specialist,3,RAG|AutoGPT|ChatGPT|LlamaIndex|OpenAI API|Pinecone|LangGraph|Weaviate|LangChain|Kafka|SQL|Spark|NumPy,Deployed LangChain pipeline for PDF summarisation|Built RAG chatbot using LangChain and OpenAI|Built LangGraph agent for automated research,ranking|search|NLP,Wipro,service,Bangalore,,,2026-06-24,2026-06-18,0.68,45,no,False,trap
